uniqueID,Search,Title,Authors,Source Title,Publication Date,Publication Year,Volume,Issue,Beginning Page,Ending Page,DOI,Total Citations,Average per Year
107,A,The effect of different fire regimes on plant diversity in southern African grasslands,"Uys, RG; Bond, WJ; Everson, TM",BIOLOGICAL CONSERVATION,Aug-04,2004,118,4,489,499,10.1016/j.biocon.2003.09.024,90,6
108,A,Ecological anachronisms in the recruitment of temperate light-demanding tree species in wooded pastures,"Bakker, ES; Olff, H; Vandenberghe, C; De Maeyer, K; Smit, R; Gleichman, JM; Vera, FWM",JOURNAL OF APPLIED ECOLOGY,Jun-04,2004,41,3,571,582,10.1111/j.0021-8901.2004.00908.x,89,5.93
109,A,THE EFFECTS OF GRAZING MANAGEMENT ON THE VEGETATION OF MESOTROPHIC (MEADOW) GRASSLAND IN NORTHERN ENGLAND,"SMITH, RS; RUSHTON, SP",JOURNAL OF APPLIED ECOLOGY,Feb-94,1994,31,1,13,24,10.2307/2404595,89,3.56
110,A,Measured and modelled estimates of nitrous oxide emission and methane consumption from a sheep-grazed pasture,"Saggar, S.; Hedley, C. B.; Giltrap, D. L.; Lambie, S. M.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Nov-07,2007,122,3,357,365,10.1016/j.agee.2007.02.006,88,7.33
111,A,"Responses of vertebrates to pastoralism, military land use and landscape position in an Australian tropical savanna","Woinarski, JCZ; Ash, AJ",AUSTRAL ECOLOGY,Jun-02,2002,27,3,311,323,10.1046/j.1442-9993.2002.01182.x,88,5.18
112,A,"Natural variability in forests of the Grand Canyon, USA","Fule, PZ; Covington, WW; Moore, MM; Heinlein, TA; Waltz, AEM",JOURNAL OF BIOGEOGRAPHY,Jan-02,2002,29,1,31,47,10.1046/j.1365-2699.2002.00655.x,88,5.18
113,A,Effects of long-term ungulate exclusion and recent alien species control on the preservation and restoration of a Hawaiian tropical dry forest,"Cabin, RJ; Weller, SG; Lorence, DH; Flynn, TW; Sakai, AK; Sandquist, D; Hadway, LJ",CONSERVATION BIOLOGY,Apr-00,2000,14,2,439,453,10.1046/j.1523-1739.2000.99006.x,88,4.63
114,A,"Wildlife survival beyond park boundaries: the impact of slash-and-burn agriculture and hunting on mammals in Tambopata, Peru","Naughton-Treves, L; Mena, JL; Treves, A; Alvarez, N; Radeloff, VC",CONSERVATION BIOLOGY,Aug-03,2003,17,4,1106,1117,10.1046/j.1523-1739.2003.02045.x,87,5.44
115,A,"The effects of varied grazing management on epigeal spiders, harvestmen and pseudoscorpions of Nardus stricta grassland in upland Scotland","Dennis, P; Young, MR; Bentley, C",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Jul-01,2001,86,1,39,57,10.1016/S0167-8809(00)00263-2,87,4.83
116,A,"A SIMULATION-MODEL FOR A SHRUB ECOSYSTEM IN THE SEMIARID KAROO, SOUTH-AFRICA","WIEGAND, T; MILTON, SJ; WISSEL, C",ECOLOGY,Oct-95,1995,76,7,2205,2221,10.2307/1941694,87,3.63
117,A,PRODUCTIVITY OF LONG-TERM GRAZING TREATMENTS IN RESPONSE TO SEASONAL PRECIPITATION,"MILCHUNAS, DG; FORWOOD, JR; LAUENROTH, WK",JOURNAL OF RANGE MANAGEMENT,Mar-94,1994,47,2,133,139,10.2307/4002821,87,3.48
118,A,The effects of grazing and fire on vegetation and the vertebrate assemblage in a tropical savanna woodland in north-eastern Australia,"Kutt, Alex. S.; Woinarski, John C. Z.",JOURNAL OF TROPICAL ECOLOGY,Jan-07,2007,23,,95,106,10.1017/S0266467406003579,86,7.17
119,A,Effect of grazing on community structure and productivity of a Uruguayan grassland,"Altesor, A; Oesterheld, M; Leoni, E; Lezama, F; Rodriguez, C",PLANT ECOLOGY,2005,2005,179,1,83,91,10.1007/s11258-004-5800-5,86,6.14
120,A,"HISTORIC VEGETATION CHANGE, MESQUITE INCREASES, AND CLIMATE IN SOUTHEASTERN ARIZONA","BAHRE, CJ; SHELTON, ML",JOURNAL OF BIOGEOGRAPHY,Sep-93,1993,20,5,489,504,10.2307/2845722,86,3.31
121,A,Impact of herbivores on nitrogen cycling: contrasting effects of small and large species,"Bakker, ES; Olff, H; Boekhoff, M; Gleichman, JM; Berendse, F",OECOLOGIA,Jan-04,2004,138,1,91,101,10.1007/s00442-003-1402-5,85,5.67
122,A,The benefits of extensive agriculture to birds: the case of the little bustard,"Wolff, A; Paul, JP; Martin, JL; Bretagnolle, V",JOURNAL OF APPLIED ECOLOGY,Oct-01,2001,38,5,963,975,10.1046/j.1365-2664.2001.00651.x,85,4.72
123,A,A dynamic simulation model of land-use changes in Sudano-sahelian countries of Africa (SALU),"Stephenne, N; Lambin, EF",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Jun-01,2001,85,01-Mar,145,161,10.1016/S0167-8809(01)00181-5,85,4.72
124,A,Predator-induced changes of bacterial size-structure and productivity studied on an experimental microbial community,"Posch, T; Simek, K; Vrba, J; Pernthaler, S; Nedoma, J; Sattler, B; Sonntag, B; Psenner, R",AQUATIC MICROBIAL ECOLOGY,AUG 20 1999,1999,18,3,235,246,10.3354/ame018235,85,4.25
125,A,GRAZING IN REMNANT WOODLAND VEGETATION - CHANGES IN SPECIES COMPOSITION AND LIFE FORM GROUPS,"PETTIT, NE; FROEND, RH; LADD, PG",JOURNAL OF VEGETATION SCIENCE,Feb-95,1995,6,1,121,130,10.2307/3236263,85,3.54
126,A,Ruminant diversification as an adaptation to the physicomechanical characteristics of forage. A reevaluation of an old debate and a new hypothesis,"Clauss, M; Lechner-Doll, M; Streich, WJ",OIKOS,Aug-03,2003,102,2,253,262,10.1034/j.1600-0706.2003.12406.x,84,5.25
127,A,A resampling approach for evaluating effects of pasture abandonment on subalpine plant species diversity,"Dullinger, S; Dirnbock, T; Greimler, J; Grabherr, G",JOURNAL OF VEGETATION SCIENCE,Apr-03,2003,14,2,243,252,10.1111/j.1654-1103.2003.tb02149.x,84,5.25
128,A,"The response of epigeal beetles (Col: Carabidae, Staphylinidae) to varied grazing regimes on upland Nardus stricta grasslands","Dennis, P; Young, MR; Howard, CL; Gordon, IJ",JOURNAL OF APPLIED ECOLOGY,Apr-97,1997,34,2,433,443,10.2307/2404888,84,3.82
129,A,DENITRIFICATION IN A TALLGRASS PRAIRIE LANDSCAPE,"GROFFMAN, PM; RICE, CW; TIEDJE, JM",ECOLOGY,Apr-93,1993,74,3,855,862,10.2307/1940811,84,3.23
130,A,"Effects of aboveground grazing on coupling among nitrifier activity, abundance and community structure","Le Roux, Xavier; Poly, Franck; Currey, Pauline; Commeaux, Claire; Hai, Brigitte; Nicol, Graeme W.; Prosser, James I.; Schloter, Michael; Attard, Eleonore; Klumpp, Katja",ISME JOURNAL,Feb-08,2008,2,2,221,232,10.1038/ismej.2007.109,83,7.55
131,A,Associational effects of plant defences in relation to within- and between-patch food choice by a mammalian herbivore: neighbour contrast susceptibility and defence,"Bergvall, UA; Rautio, P; Kesti, K; Tuomi, J; Leimar, O",OECOLOGIA,Mar-06,2006,147,2,253,260,10.1007/s00442-005-0260-8,83,6.38
132,A,"Fluvial disturbance patches and cottonwood recruitment along the upper Missouri River, Montana","Auble, GT; Scott, ML",WETLANDS,Dec-98,1998,18,4,546,556,10.1007/BF03161671,83,3.95
133,A,Seasonal dynamics of Mediterranean pasture seed banks along environmental gradients,"Ortega, M; Levassor, C; Peco, B",JOURNAL OF BIOGEOGRAPHY,Mar-97,1997,24,2,177,195,10.1046/j.1365-2699.1997.00080.x,83,3.77
134,A,THE RELATIONSHIP BETWEEN SHADE AND MOLLUSCAN GRAZING IN STRUCTURING COMMUNITIES ON A MODERATELY-EXPOSED TROPICAL ROCKY SHORE,"WILLIAMS, GA",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,MAY 16 1994,1994,178,1,79,95,10.1016/0022-0981(94)90226-7,83,3.32
135,A,Timescale of perennial grass recovery in desertified arid grasslands following livestock removal,"Valone, TJ; Meyer, M; Brown, JH; Chew, RM",CONSERVATION BIOLOGY,Aug-02,2002,16,4,995,1002,10.1046/j.1523-1739.2002.01045.x,82,4.82
136,A,SPECIES-DIVERSITY PATTERNS IN MEDITERRANEAN GRASSLANDS,"MONTALVO, J; CASADO, MA; LEVASSOR, C; PINEDA, FD",JOURNAL OF VEGETATION SCIENCE,Feb-93,1993,4,2,213,222,10.2307/3236107,82,3.15
137,A,Conflicts between traditional pastoralism and conservation of Himalayan ibex (Capra sibirica) in the Trans-Himalayan mountains,"Bagchi, S; Mishra, C; Bhatnagar, YV",ANIMAL CONSERVATION,May-04,2004,7,,121,128,10.1017/S1367943003001148,81,5.4
138,A,Endophyte-grass-herbivore interactions: the case of Neotyphodium endophytes in Arizona fescue populations,"Saikkonen, K; Helander, M; Faeth, SH; Schulthess, F; Wilson, D",OECOLOGIA,Nov-99,1999,121,3,411,420,10.1007/s004420050946,80,4
139,A,SELECTIVE HERBIVORE INCREASES BIOMASS OF ITS PREY - A CHITON-CORALLINE REEF-BUILDING ASSOCIATION,"LITTLER, MM; LITTLER, DS; TAYLOR, PR",ECOLOGY,Jul-95,1995,76,5,1666,1681,10.2307/1938167,80,3.33
140,A,DEMOGRAPHY OF CIRSIUM-VULGARE IN A GRAZING EXPERIMENT,"BULLOCK, JM; HILL, BC; SILVERTOWN, J",JOURNAL OF ECOLOGY,Mar-94,1994,82,1,101,111,10.2307/2261390,80,3.2
141,A,Interaction of historical and nonhistorical disturbances maintains native plant communities,"Davies, K. W.; Svejcar, T. J.; Bates, J. D.",ECOLOGICAL APPLICATIONS,Sep-09,2009,19,6,1536,1545,10.1890/09-0111.1,79,7.9
142,A,The effects of livestock grazing on foliar arthropods associated with bird diet in upland grasslands of Scotland,"Dennis, Peter; Skartveit, John; McCracken, David I.; Pakeman, Robin J.; Beaton, Katy; Kunaver, Anja; Evans, Darren M.",JOURNAL OF APPLIED ECOLOGY,Feb-08,2008,45,1,279,287,10.1111/j.1365-2664.2007.01378.x,79,7.18
143,A,"Effects of temperature and soil water-content on soil respiration of grazed and ungrazed Leymus chinensis steppes, Inner Mongolia","Jia, B.; Zhou, G.; Wang, Y.; Wang, F.; Wang, X.",JOURNAL OF ARID ENVIRONMENTS,Oct-06,2006,67,1,60,76,10.1016/j.jaridenv.2006.02.002,79,6.08
144,A,SPATIAL AND TEMPORAL PATTERNS IN THE EMERGENCE AND SURVIVAL OF SEEDLINGS IN ARID KAROO SHRUBLAND,"MILTON, SJ",JOURNAL OF APPLIED ECOLOGY,Feb-95,1995,32,1,145,156,10.2307/2404424,79,3.29
145,A,DIFFERENCES IN RIPARIAN VEGETATION STRUCTURE BETWEEN GRAZED AREAS AND EXCLOSURES,"SCHULZ, TT; LEININGER, WC",JOURNAL OF RANGE MANAGEMENT,Jul-90,1990,43,4,295,299,10.2307/3898920,79,2.72
146,A,Below-ground biomass and productivity of a grazed site and a neighbouring ungrazed exclosure in a grassland in central Argentina,"Pucheta, E; Bonamici, I; Cabido, M; Diaz, S",AUSTRAL ECOLOGY,Apr-04,2004,29,2,201,208,10.1111/j.1442-9993.2004.01337.x,78,5.2
147,A,Relationships between biomass and plant species richness in arid-zone grazing lands,"Oba, G; Vetaas, OR; Stenseth, NC",JOURNAL OF APPLIED ECOLOGY,Aug-01,2001,38,4,836,845,10.1046/j.1365-2664.2001.00638.x,78,4.33
148,A,Shrub facilitation of Quercus humilis regeneration in succession on calcareous grasslands,"Rousset, O; Lepart, J",JOURNAL OF VEGETATION SCIENCE,Aug-99,1999,10,4,493,502,10.2307/3237184,77,3.85
149,A,Effects of stock grazing on the ground invertebrate fauna of woodland remnants,"Bromham, L; Cardillo, M; Bennett, AF; Elgar, MA",AUSTRALIAN JOURNAL OF ECOLOGY,Jun-99,1999,24,3,199,207,10.1046/j.1442-9993.1999.00963.x,77,3.85
150,A,The functional relationship between feeding type and jaw and cranial morphology in ungulates,"Perez-Barberia, FJ; Gordon, IJ",OECOLOGIA,Feb-99,1999,118,2,157,165,10.1007/s004420050714,77,3.85
151,A,Influence of historic sheep grazing on vegetation and soil properties of a Desert Steppe in Inner Mongolia,"Li, Chunli; Hao, Xiying; Zhao, Mengli; Han, Guodong; Willms, Walter D.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Oct-08,2008,128,01-Feb,109,116,10.1016/j.agee.2008.05.008,76,6.91
152,A,Multiple effects of shrubs on annual plant communities in arid lands of South Australia,"Facelli, JM; Temby, AM",AUSTRAL ECOLOGY,Jun-02,2002,27,4,422,432,10.1046/j.1442-9993.2002.01196.x,76,4.47
153,A,"Floristic composition, biomass, and aboveground net plant production in grazed and protected sites in a mountain grassland of central Argentina","Pucheta, E; Cabido, M; Diaz, S; Funes, G",ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,MAR-APR 1998,1998,19,2,97,105,10.1016/S1146-609X(98)80013-1,76,3.62
154,A,SIMULATED EFFECTS OF GRAZING ON SOIL-NITROGEN AND MINERALIZATION IN CONTRASTING SERENGETI GRASSLANDS,"SEAGLE, SW; MCNAUGHTON, SJ; RUESS, RW",ECOLOGY,Jun-92,1992,73,3,1105,1123,10.2307/1940184,76,2.81
155,A,Plankton biodiversity along a gradient of productivity and its mediation by macrophytes,"Declerck, S.; Vanderstukken, M.; Pals, A.; Muylaert, K.; de Meester, L.",ECOLOGY,Sep-07,2007,88,9,2199,2210,10.1890/07-0048.1,75,6.25
156,A,Experimental evidence for herbivore limitation of the treeline,"Speed, James D. M.; Austrheim, Gunnar; Hester, Alison J.; Mysterud, Atle",ECOLOGY,Nov-10,2010,91,11,3414,3420,10.1890/09-2300.1,74,8.22
157,A,Effects of reindeer browsing on tundra willow and its associated insect herbivores,"Den Herder, M; Virtanen, R; Roininen, H",JOURNAL OF APPLIED ECOLOGY,Oct-04,2004,41,5,870,879,10.1111/j.0021-8901.2004.00952.x,74,4.93
158,A,"Does resource availability, resource heterogeneity or species turnover mediate changes in plant species richness in grazed grasslands?","Bakker, C; Blair, JM; Knapp, AK",OECOLOGIA,Nov-03,2003,137,3,385,391,10.1007/s00442-003-1360-y,74,4.63
159,A,Effects of introduction and exclusion of large herbivores on small rodent communities,"Smit, R; Bokdam, J; den Ouden, J; Olff, H; Schot-Opschoor, H; Schrijvers, M",PLANT ECOLOGY,Jul-01,2001,155,1,119,127,10.1023/A:1013239805915,74,4.11
160,A,EFFECTS OF REINDEER GRAZING ON UNDERSTOREY VEGETATION IN DRY PINUS-SYLVESTRIS FORESTS,"VARE, H; OHTONEN, R; OKSANEN, J",JOURNAL OF VEGETATION SCIENCE,Sep-95,1995,6,4,523,530,10.2307/3236351,74,3.08
161,A,Effects of grazing on soil seed bank dynamics: An approach with functional groups,"Sternberg, M; Gutman, M; Perevolotsky, A; Kigel, J",JOURNAL OF VEGETATION SCIENCE,Jun-03,2003,14,3,375,386,10.1658/1100-9233(2003)014[0375:EOGOSS]2.0.CO;2,73,4.56
162,A,Effects of resource competition and herbivory on plant performance along a natural productivity gradient,"Van Der Wal, R; Egas, M; Van Der Veen, A; Bakker, J",JOURNAL OF ECOLOGY,Apr-00,2000,88,2,317,330,10.1046/j.1365-2745.2000.00450.x,73,3.84
163,A,Effect of forty-four years of grazing on fescue grassland soils,"Dormaar, JF; Willms, WD",JOURNAL OF RANGE MANAGEMENT,Jan-98,1998,51,1,122,126,10.2307/4003574,73,3.48
164,A,SOIL SEED BANK OF A SEMIARID TEXAS GRASSLAND UNDER 3 LONG-TERM (36-YEARS) GRAZING REGIMES,"KINUCAN, RJ; SMEINS, FE",AMERICAN MIDLAND NATURALIST,Jul-92,1992,128,1,11,21,10.2307/2426408,73,2.7
165,A,Grazing alters ecosystem functioning and C:N:P stoichiometry of grasslands along a regional precipitation gradient,"Bai, Yongfei; Wu, Jianguo; Clark, Chris M.; Pan, Qingmin; Zhang, Lixia; Chen, Shiping; Wang, Qibing; Han, Xingguo",JOURNAL OF APPLIED ECOLOGY,Dec-12,2012,49,6,1204,1215,10.1111/j.1365-2664.2012.02205.x,72,10.29
166,A,Crazing and disturbance: an experimental analysis of patchiness in recovery from a severe storm by the intertidal alga Hormosira banksii on rocky shores in New South Wales,"Underwood, AJ",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,DEC 31 1998,1998,231,2,291,306,10.1016/S0022-0981(98)00091-4,72,3.43
167,A,Soil nematodes as indicators of the effect of management on grasslands in the New England Tablelands (NSW): comparison of native and improved grasslands,"Yeates, GW; King, KL",PEDOBIOLOGIA,Nov-97,1997,41,6,526,536,,72,3.27
168,A,Landscape analysis of plant diversity,"Stohlgren, TJ; Coughenour, MB; Chong, GW; Binkley, D; Kalkhan, MA; Schell, LD; Buckley, DJ; Berry, JK",LANDSCAPE ECOLOGY,Jun-97,1997,12,3,155,170,10.1023/A:1007986502230,72,3.27
169,A,Nitrogen and phosphorus cycling in grazed and ungrazed plots in a temperate subhumid grassland in Argentina,"Chaneton, EJ; Lemcoff, JH; Lavado, RS",JOURNAL OF APPLIED ECOLOGY,Apr-96,1996,33,2,291,302,10.2307/2404751,72,3.13
170,A,The effect of grazing abandonment on species composition and functional traits: the case of dehesa grasslands,"Peco, B; de Pablos, I; Traba, J; Levassor, C",BASIC AND APPLIED ECOLOGY,2005,2005,6,2,175,183,10.1016/j.baae.2005.01.002,71,5.07
171,A,Conservation of European hares Lepus europaeus in Britain: is increasing habitat heterogeneity in farmland the answer?,"Smith, RK; Jennings, NV; Robinson, A; Harris, S",JOURNAL OF APPLIED ECOLOGY,Dec-04,2004,41,6,1092,1102,10.1111/j.0021-8901.2004.00976.x,71,4.73
172,A,Abiotic stress and herbivory interact to set range limits across a two-dimensional stress gradient,"Harley, CDG",ECOLOGY,Jun-03,2003,84,6,1477,1488,10.1890/0012-9658(2003)084[1477:ASAHIT]2.0.CO;2,71,4.44
173,A,LONG-TERM EFFECTS OF EXCLUDING SHEEP FROM HILL PASTURES IN NORTH WALES,"HILL, MO; EVANS, DF; BELL, SA",JOURNAL OF ECOLOGY,1992,1992,80,1,1,13,10.2307/2261058,71,2.63
174,A,Ecosystem changes associated with grazing in subhumid South American grasslands,"Altesor, A.; Pineiro, G.; Lezama, F.; Jackson, R. B.; Sarasola, M.; Paruelo, J. M.",JOURNAL OF VEGETATION SCIENCE,Jun-06,2006,17,3,323,332,10.1658/1100-9233(2006)017[0323:ECAWGI]2.0.CO;2,70,5.38
175,A,Vegetation trends in tallgrass prairie from bison and cattle grazing,"Towne, EG; Hartnett, DC; Cochran, RC",ECOLOGICAL APPLICATIONS,Oct-05,2005,15,5,1550,1559,10.1890/04-1958,70,5
176,A,Grazing management effects on plant species diversity in tallgrass prairie,"Hickman, KR; Hartnett, DC; Cochran, RC; Owensby, CE",JOURNAL OF RANGE MANAGEMENT,Jan-04,2004,57,1,58,65,10.2307/4003955,70,4.67
177,A,Feedback dynamics of grazing lawns: coupling vegetation change with animal growth,"Person, BT; Herzog, MP; Ruess, RW; Sedinger, JS; Anthony, RM; Babcock, CA",OECOLOGIA,May-03,2003,135,4,583,592,10.1007/s00442-003-1197-4,70,4.38
178,A,Nutrient balances and expected effects of alternative practices in farming systems of Uganda,"Wortmann, CS; Kaizzi, CK",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Dec-98,1998,71,01-Mar,115,129,10.1016/S0167-8809(98)00135-2,70,3.33
179,A,Rehabilitation of semiarid landscapes in Australia .2. Restoring vegetation patches,"Ludwig, JA; Tongway, DJ",RESTORATION ECOLOGY,Dec-96,1996,4,4,398,406,10.1111/j.1526-100X.1996.tb00192.x,70,3.04
180,A,Assessing grassland restoration success: relative roles of seed additions and native ungulate activities,"Martin, Leanne M.; Wilsey, Brian J.",JOURNAL OF APPLIED ECOLOGY,Dec-06,2006,43,6,1098,1109,10.1111/j.1365-2664.2006.01211.x,69,5.31
181,A,Indirect effects of an introduced ungulate on pollination and plant reproduction,"Vazquez, DP; Simberloff, D",ECOLOGICAL MONOGRAPHS,May-04,2004,74,2,281,308,10.1890/02-4055,69,4.6
182,A,Spatial and temporal patterns of exotic shrub invasion in an Australian tropical grassland,"Brown, JR; Carter, J",LANDSCAPE ECOLOGY,Apr-98,1998,13,2,93,102,10.1023/A:1007939203931,69,3.29
183,A,Habitat and avifaunal recovery from livestock grazing in a riparian meadow system of the northwestern Great Basin,"Dobkin, DS; Rich, AC; Pyle, WH",CONSERVATION BIOLOGY,Feb-98,1998,12,1,209,221,10.1046/j.1523-1739.1998.96349.x,69,3.29
184,A,The feeding habits of wolves in relation to large prey availability in northern Italy,"Meriggi, A; Brangi, A; Matteucci, C; Sacchi, O",ECOGRAPHY,Sep-96,1996,19,3,287,295,10.1111/j.1600-0587.1996.tb00238.x,69,3
185,A,Landscape-level vegetation recovery from herbivory: progress after four decades of invasive red deer control,"Tanentzap, Andrew J.; Burrows, Larry E.; Lee, William G.; Nugent, Graham; Maxwell, Jane M.; Coomes, David A.",JOURNAL OF APPLIED ECOLOGY,Oct-09,2009,46,5,1064,1072,10.1111/j.1365-2664.2009.01683.x,68,6.8
186,A,No evidence for environmental and spatial processes in structuring phytoplankton communities,"Nabout, Joao C.; Siqueira, Tadeu; Bini, Luis M.; Nogueira, Ina de S.",ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,SEP-OCT 2009,2009,35,5,720,726,10.1016/j.actao.2009.07.002,68,6.8
187,A,"Fire, fuels and restoration of ponderosa pine-Douglas fir forests in the Rocky Mountains, USA","Baker, William L.; Veblen, Thomas T.; Sherriff, Rosemary L.",JOURNAL OF BIOGEOGRAPHY,Feb-07,2007,34,2,251,269,10.1111/j.1365-2699.2006.01592.x,68,5.67
188,A,Is landscape context important for riparian conservation? Birds in grassy woodland,"Martin, TG; McIntyre, S; Catterall, CP; Possingham, HP",BIOLOGICAL CONSERVATION,Jan-06,2006,127,2,201,214,10.1016/j.biocon.2005.08.014,68,5.23
189,A,"Effects of grazing on above-ground biomass on a mountain snowbed, NW Finland","Virtanen, R",OIKOS,Aug-00,2000,90,2,295,300,10.1034/j.1600-0706.2000.900209.x,68,3.58
190,A,Scaling effects of grazing in a semi-arid grassland,"Fuhlendorf, SD; Smeins, FE",JOURNAL OF VEGETATION SCIENCE,Oct-99,1999,10,5,731,738,10.2307/3237088,68,3.4
191,A,"Origin, Persistence, and Resolution of the Rotational Grazing Debate: Integrating Human Dimensions Into Rangeland Research","Briske, D. D.; Sayre, Nathan F.; Huntsinger, L.; Fernandez-Gimenez, M.; Budd, B.; Derner, J. D.",RANGELAND ECOLOGY & MANAGEMENT,Jul-11,2011,64,4,325,334,10.2111/REM-D-10-00084.1,67,8.38
192,A,Disentangling the effects of climate and people on Sahel vegetation dynamics,"Seaquist, J. W.; Hickler, T.; Eklundh, L.; Ardo, J.; Heumann, B. W.",BIOGEOSCIENCES,2009,2009,6,3,469,477,10.5194/bg-6-469-2009,67,6.7
193,A,"The relative importance of nutrient enrichment and herbivory on macroalgal communities near Norman's Pond Cay, Exumas Cays, Bahamas: a natural enrichment experiment","Lapointe, BE; Barile, PJ; Yentsch, CS; Littler, MM; Littler, DS; Kakuk, B",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,JAN 28 2004,2004,298,2,275,301,10.1016/S0022-0981(03)00363-0,67,4.47
